,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
4534,FD05,G,,17.0,,,,,,16.0,15.0,18.0,16.0
4535,FD05,G,1269.0,20.0,718.0,1221.0,806.0,1708.0,,17.0,23.0,19.0,20.0
4536,FD05,G,5861.0,18.0,5091.0,3916.0,5159.0,6500.0,,20.0,17.0,,
4537,FD05,G,854.0,22.0,1063.0,868.0,967.0,951.0,,24.0,23.0,,
4538,FD06,G,929.0,19.0,976.0,896.0,717.0,,,21.0,18.0,20.0,21.0
4539,FD07,G,4475.0,17.0,3736.0,3353.0,,,,16.0,14.0,,
4540,FD05,G,440.0,23.0,606.0,353.0,350.0,560.0,,23.0,24.0,21.0,23.0
4541,FD05,G,3405.0,21.0,2877.0,2946.0,3112.0,2733.0,,19.0,19.0,20.0,22.0
4542,FD05,G,2201.0,23.0,1924.0,1923.0,1839.0,,,22.0,26.0,22.0,22.0
4543,FD04,G,7351.0,20.0,5666.0,5439.0,10243.0,6299.0,,19.0,20.0,20.0,18.0
4544,FD04,G,3618.0,20.0,2656.0,3363.0,,,,20.0,21.0,,
4545,FD05,G,7582.0,19.0,7257.0,6753.0,11015.0,5590.0,,20.0,18.0,,
4546,FD07,G,4943.0,16.0,3711.0,4839.0,7161.0,7393.0,,14.0,15.0,18.0,16.0
4547,FD05,G,148.0,18.0,119.0,132.0,129.0,172.0,,20.0,16.0,20.0,21.0
4548,FD07,G,25406.0,18.0,25080.0,56038.0,27532.0,22961.0,,18.0,18.0,19.0,
4549,FD01,G,154.0,22.0,174.0,265.0,150.0,164.0,154.0,22.0,24.0,23.0,24.0
4550,FD05,G,2120.0,17.0,2380.0,1814.0,,,,15.0,17.0,18.0,
4551,FD05,G,2224.0,12.0,2032.0,2016.0,1429.0,,,11.0,11.0,12.0,12.0
4552,FD05,G,153.0,19.0,177.0,153.0,162.0,127.0,144.0,24.0,19.0,17.0,21.0
4553,FD06,G,2686.0,16.0,2251.0,3867.0,3909.0,3011.0,,16.0,18.0,13.0,
4554,FD04,G,5923.0,21.0,4955.0,5104.0,10951.0,8272.0,,21.0,22.0,19.0,24.0
4555,FD02,G,3222.0,20.0,3888.0,3637.0,,,,20.0,20.0,,
4556,FD05,G,,19.0,,,,,,21.0,18.0,,
4557,FD06,G,3414.0,19.0,2756.0,3452.0,2709.0,,,20.0,21.0,21.0,17.0
4558,FD03,G,1597.0,21.0,1341.0,1908.0,1405.0,1272.0,,20.0,17.0,22.0,23.0
4559,FD03,G,3153.0,19.0,2914.0,2053.0,3204.0,3973.0,,16.0,15.0,,
4560,FD05,G,3311.0,19.0,3180.0,3424.0,2945.0,,,20.0,19.0,21.0,
4561,FD03,G,865.0,22.0,867.0,604.0,,,,24.0,22.0,,
4562,FD07,G,21512.0,17.0,20077.0,20313.0,18723.0,,,17.0,18.0,16.0,17.0
4563,FD05,G,1030.0,,1124.0,1158.0,991.0,,,,,,
4564,FD04,G,1163.0,18.0,1341.0,1522.0,843.0,,,19.0,19.0,15.0,19.0
4565,FD05,G,191.0,20.0,248.0,211.0,184.0,174.0,,19.0,19.0,19.0,20.0
4566,FD04,G,2941.0,16.0,2568.0,3408.0,3653.0,4204.0,3052.0,15.0,12.0,15.0,16.0
4567,FD02,G,554.0,18.0,603.0,555.0,461.0,360.0,,18.0,16.0,19.0,19.0
4568,FD04,G,1682.0,18.0,2614.0,1307.0,1456.0,,,16.0,18.0,,
4569,FD05,G,392.0,25.0,344.0,384.0,438.0,,,24.0,25.0,,
4570,FD05,G,3787.0,19.0,3962.0,3608.0,3886.0,2977.0,,20.0,23.0,21.0,19.0
4571,FD05,G,897.0,21.0,784.0,791.0,1340.0,882.0,,16.0,20.0,,
4572,FD04,G,6733.0,28.0,5406.0,6521.0,,,,28.0,29.0,24.0,
4573,FD05,G,,19.0,,,,,,19.0,18.0,17.0,
4574,FD03,G,378.0,18.0,443.0,434.0,,,,18.0,20.0,,
4575,FD05,G,851.0,18.0,875.0,892.0,,,,18.0,15.0,,
4576,FD07,G,3565.0,20.0,4777.0,4353.0,4531.0,,,21.0,21.0,21.0,18.0
4577,FD05,G,2099.0,18.0,1329.0,2188.0,2610.0,,,17.0,17.0,19.0,
4578,FD07,G,4256.0,19.0,4465.0,4640.0,4492.0,4053.0,5815.0,18.0,21.0,19.0,20.0
4579,FD07,G,906.0,19.0,1408.0,815.0,823.0,,,17.0,19.0,17.0,
4580,FD05,G,188.0,18.0,151.0,241.0,,,,19.0,19.0,14.0,
4581,FD06,G,983.0,17.0,1090.0,1674.0,1083.0,1141.0,,15.0,15.0,17.0,15.0
4582,FD06,G,275.0,15.0,319.0,283.0,311.0,,,16.0,14.0,14.0,12.0
4583,FD06,G,2422.0,21.0,3462.0,2868.0,2378.0,,,24.0,17.0,19.0,
4584,FD05,G,7022.0,18.0,6057.0,9141.0,4451.0,9726.0,7363.0,18.0,17.0,18.0,21.0
4585,FD04,G,730.0,16.0,832.0,964.0,764.0,553.0,,18.0,17.0,15.0,18.0
4586,FD01,G,866.0,22.0,771.0,1090.0,852.0,,,20.0,22.0,21.0,22.0
4587,FD04,G,9954.0,16.0,13706.0,6783.0,10733.0,,,18.0,15.0,,
4588,FD05,G,2747.0,21.0,3187.0,2610.0,2570.0,4091.0,2697.0,20.0,17.0,23.0,24.0
4589,FD07,G,1307.0,21.0,1559.0,1094.0,1136.0,,,20.0,22.0,19.0,24.0
4590,FD07,G,4582.0,21.0,5966.0,3722.0,,,,22.0,19.0,16.0,22.0
4591,FD07,G,1284.0,19.0,1476.0,1546.0,1566.0,,,19.0,21.0,18.0,19.0
4592,FD05,G,15083.0,16.0,30998.0,18808.0,14434.0,24346.0,11801.0,14.0,15.0,,
4593,FD01,G,1048.0,18.0,1120.0,1341.0,1295.0,1323.0,,21.0,18.0,,
4594,FD03,G,2906.0,18.0,3475.0,3279.0,1941.0,2869.0,,17.0,21.0,17.0,
4595,FD05,G,9117.0,18.0,9132.0,8198.0,4890.0,,,13.0,19.0,,
4596,FD02,G,1297.0,18.0,1318.0,1188.0,1338.0,1233.0,,17.0,18.0,,
4597,FD04,G,1513.0,18.0,1249.0,1521.0,1188.0,,,19.0,17.0,20.0,18.0
4598,FD05,G,1327.0,21.0,1950.0,1081.0,1263.0,,,19.0,20.0,,
4599,FD03,G,2099.0,18.0,1740.0,1770.0,2831.0,1544.0,,17.0,19.0,17.0,18.0
4600,FD07,G,391.0,23.0,550.0,370.0,397.0,405.0,,21.0,23.0,19.0,25.0
4601,FD01,G,246.0,17.0,197.0,293.0,189.0,,,16.0,19.0,18.0,18.0
4602,FD04,G,732.0,,787.0,886.0,568.0,,,,,,
4603,FD04,G,2622.0,19.0,3070.0,2862.0,2437.0,,,18.0,21.0,17.0,
4604,FD07,G,8575.0,23.0,11549.0,7980.0,8909.0,,,19.0,26.0,,
4605,FD05,G,3785.0,25.0,2973.0,5047.0,3354.0,4840.0,,25.0,24.0,,
4606,FD06,G,8583.0,19.0,7838.0,15358.0,8456.0,7056.0,,18.0,17.0,22.0,18.0
4607,FD04,G,44387.0,21.0,42609.0,37819.0,42564.0,,,20.0,21.0,18.0,24.0
4608,FD06,G,844.0,21.0,1214.0,669.0,1140.0,,,20.0,21.0,,
4609,FD04,G,436.0,19.0,455.0,438.0,386.0,,,21.0,19.0,,
4610,FD07,G,1182.0,20.0,947.0,1212.0,1103.0,,,21.0,20.0,21.0,
4611,FD07,G,636.0,18.0,708.0,513.0,645.0,,,19.0,16.0,13.0,11.0
4612,FD05,G,1163.0,19.0,1024.0,954.0,,,,13.0,21.0,18.0,17.0
4613,FD05,G,6018.0,24.0,8613.0,5074.0,4468.0,,,27.0,28.0,26.0,
4614,FD05,G,2649.0,21.0,3023.0,2430.0,2993.0,,,23.0,21.0,,
4615,FD01,G,1757.0,23.0,2564.0,1560.0,1815.0,1501.0,,20.0,22.0,,
4616,FD04,G,8834.0,18.0,10737.0,7691.0,8953.0,5462.0,,18.0,20.0,16.0,19.0
4617,FD05,G,48358.0,24.0,41680.0,25542.0,,,,24.0,23.0,,
4618,FD06,G,3882.0,25.0,3612.0,4442.0,4201.0,,,25.0,23.0,25.0,31.0
4619,FD03,G,13130.0,14.0,9873.0,15356.0,8479.0,6956.0,,14.0,16.0,17.0,
4620,FD05,G,3410.0,19.0,4625.0,3051.0,3420.0,4013.0,3582.0,20.0,18.0,26.0,16.0
4621,FD03,G,5981.0,17.0,5315.0,6576.0,,,,15.0,19.0,17.0,
4622,FD05,G,974.0,20.0,899.0,927.0,705.0,998.0,,17.0,22.0,21.0,20.0
4623,FD05,G,958.0,14.0,1036.0,1014.0,1143.0,,,15.0,13.0,,
4624,FD06,G,2153.0,17.0,1872.0,2308.0,,,,16.0,18.0,17.0,18.0
4625,FD05,G,299.0,21.0,293.0,371.0,267.0,269.0,,17.0,21.0,22.0,
4626,FD05,G,167.0,17.0,195.0,155.0,157.0,,,17.0,16.0,,
4627,FD05,G,574.0,17.0,455.0,668.0,595.0,581.0,,18.0,17.0,20.0,18.0
4628,FD05,G,,15.0,,,,,,15.0,13.0,,
4629,FD02,G,6405.0,22.0,5448.0,7708.0,,,,23.0,20.0,22.0,21.0
4630,FD02,G,2755.0,28.0,3293.0,3014.0,2396.0,,,26.0,26.0,,
4631,FD05,G,841.0,24.0,986.0,633.0,872.0,787.0,,27.0,25.0,21.0,24.0
4632,FD05,G,1531.0,24.0,1424.0,1667.0,1305.0,,,26.0,26.0,27.0,24.0
4633,FD04,G,10582.0,17.0,8378.0,11411.0,9828.0,,,17.0,19.0,19.0,15.0
4634,FD01,G,766.0,23.0,594.0,774.0,819.0,800.0,,25.0,25.0,22.0,
4635,FD05,G,4656.0,21.0,7246.0,5101.0,4777.0,,,23.0,20.0,23.0,22.0
4636,FD07,G,22559.0,21.0,13567.0,23829.0,16880.0,,,19.0,20.0,21.0,20.0
4637,FD03,G,9831.0,20.0,11740.0,6842.0,10590.0,7834.0,,19.0,20.0,22.0,18.0
4638,FD05,G,2610.0,23.0,2064.0,2526.0,2293.0,2192.0,2168.0,21.0,27.0,21.0,24.0
4639,FD01,G,1984.0,18.0,1915.0,2535.0,2076.0,,,19.0,18.0,21.0,
4640,FD07,G,223.0,18.0,229.0,186.0,215.0,270.0,,20.0,20.0,,
4641,FD07,G,1889.0,20.0,1714.0,1858.0,3107.0,,,22.0,22.0,20.0,18.0
4642,FD05,G,247.0,16.0,211.0,207.0,253.0,,,17.0,15.0,18.0,15.0
4643,FD05,G,32730.0,21.0,30960.0,25674.0,35216.0,27978.0,,24.0,17.0,,
4644,FD02,G,2947.0,19.0,3126.0,1857.0,3146.0,2809.0,,20.0,20.0,16.0,
4645,FD05,G,234.0,17.0,344.0,239.0,195.0,286.0,,15.0,16.0,16.0,17.0
4646,FD05,G,1333.0,23.0,1572.0,1241.0,1010.0,2108.0,,22.0,29.0,21.0,21.0
4647,FD01,G,1180.0,22.0,1546.0,1432.0,1286.0,1075.0,,23.0,23.0,17.0,
4648,FD05,G,9371.0,18.0,10284.0,12469.0,12833.0,,,19.0,18.0,,
4649,FD05,G,6707.0,13.0,9153.0,8506.0,11031.0,5760.0,,14.0,13.0,11.0,
4650,FD05,G,184.0,21.0,210.0,166.0,164.0,195.0,,19.0,18.0,22.0,21.0
4651,FD05,G,10166.0,24.0,7168.0,13139.0,11985.0,,,25.0,19.0,26.0,
4652,FD05,G,4153.0,22.0,4528.0,3291.0,4088.0,6878.0,5074.0,23.0,21.0,23.0,
4653,FD04,G,2861.0,20.0,2567.0,2085.0,3321.0,,,21.0,23.0,20.0,22.0
4654,FD02,G,1039.0,21.0,1348.0,1149.0,1585.0,,,21.0,19.0,21.0,24.0
4655,FD02,G,1602.0,21.0,1938.0,1044.0,1373.0,1858.0,,20.0,22.0,,
4656,FD01,G,97.0,23.0,98.0,114.0,113.0,,,24.0,26.0,,
4657,FD04,G,11799.0,17.0,18311.0,11887.0,8656.0,,,19.0,15.0,18.0,16.0
4658,FD05,G,2563.0,21.0,2938.0,2579.0,,,,23.0,22.0,23.0,
4659,FD01,G,947.0,20.0,1102.0,820.0,973.0,,,22.0,16.0,21.0,
4660,FD05,G,565.0,21.0,562.0,458.0,,,,19.0,21.0,20.0,19.0
4661,FD05,G,4660.0,21.0,4256.0,4200.0,4742.0,2256.0,,24.0,19.0,22.0,22.0
4662,FD03,G,3925.0,20.0,4283.0,6017.0,3348.0,3937.0,,21.0,17.0,,
4663,FD05,G,953.0,22.0,689.0,634.0,1068.0,,,26.0,22.0,23.0,
4664,FD03,G,115.0,21.0,135.0,125.0,98.0,,,21.0,20.0,24.0,27.0
4665,FD06,G,9032.0,20.0,8556.0,9283.0,,,,22.0,22.0,19.0,18.0
4666,FD05,G,115.0,18.0,118.0,127.0,120.0,,,17.0,17.0,18.0,16.0
4667,FD01,G,685.0,14.0,928.0,728.0,,,,14.0,15.0,,
4668,FD05,G,4522.0,25.0,4079.0,4332.0,7662.0,,,23.0,20.0,21.0,29.0
4669,FD04,G,1353.0,17.0,1299.0,1123.0,1024.0,1397.0,,15.0,17.0,17.0,
4670,FD02,G,7870.0,22.0,5681.0,7848.0,6724.0,,,21.0,22.0,26.0,
4671,FD04,G,2749.0,20.0,2334.0,1922.0,4014.0,,,21.0,22.0,17.0,18.0
4672,FD05,G,6947.0,15.0,7155.0,10723.0,6344.0,,,14.0,14.0,,
4673,FD03,G,4458.0,23.0,3972.0,3193.0,4037.0,,,24.0,24.0,24.0,25.0
4674,FD06,G,1071.0,18.0,1847.0,791.0,1172.0,1084.0,1400.0,15.0,22.0,16.0,13.0
4675,FD05,G,944.0,17.0,799.0,979.0,959.0,,,18.0,18.0,16.0,17.0
4676,FD05,G,7109.0,17.0,5893.0,7051.0,3919.0,,,19.0,16.0,,
4677,FD05,G,7977.0,20.0,9577.0,11609.0,7351.0,7870.0,,18.0,19.0,20.0,20.0
4678,FD05,G,,19.0,,,,,,20.0,19.0,18.0,20.0
4679,FD03,G,1108.0,19.0,1245.0,1154.0,861.0,1187.0,,21.0,22.0,19.0,
4680,FD05,G,842.0,17.0,969.0,667.0,667.0,810.0,1054.0,16.0,17.0,15.0,
4681,FD03,G,3981.0,18.0,3644.0,3553.0,,,,20.0,21.0,18.0,20.0
4682,FD05,G,7891.0,23.0,10328.0,7456.0,4440.0,,,18.0,23.0,19.0,24.0
4683,FD02,G,1065.0,20.0,1077.0,1118.0,1727.0,1475.0,,18.0,21.0,19.0,19.0
4684,FD03,G,14411.0,23.0,19348.0,10812.0,13438.0,,,23.0,26.0,,
4685,FD07,G,20748.0,17.0,19760.0,21137.0,19689.0,,,16.0,15.0,17.0,
4686,FD02,G,326.0,21.0,308.0,390.0,,,,25.0,21.0,25.0,
4687,FD05,G,10035.0,20.0,9624.0,7674.0,15263.0,13862.0,,21.0,21.0,23.0,
4688,FD06,G,112273.0,19.0,91224.0,135003.0,134703.0,,,16.0,16.0,21.0,
4689,FD05,G,1540.0,22.0,1056.0,1304.0,,,,22.0,22.0,22.0,25.0
4690,FD05,G,9262.0,23.0,6544.0,12849.0,16935.0,,,21.0,25.0,20.0,20.0
4691,FD04,G,2673.0,17.0,1683.0,3189.0,2734.0,,,16.0,15.0,,
4692,FD04,G,6745.0,24.0,6898.0,10713.0,9135.0,,,24.0,25.0,,
4693,FD05,G,632.0,20.0,649.0,541.0,580.0,569.0,,20.0,18.0,20.0,20.0
4694,FD05,G,16365.0,17.0,13056.0,21126.0,17938.0,10385.0,,17.0,16.0,,
4695,FD05,G,2126.0,16.0,2119.0,1349.0,1197.0,,,16.0,17.0,,
4696,FD04,G,261.0,18.0,257.0,268.0,253.0,,,21.0,19.0,20.0,15.0
4697,FD05,G,4743.0,20.0,4881.0,5367.0,4799.0,,,22.0,20.0,,
4698,FD05,G,1792.0,13.0,1884.0,1383.0,1299.0,,,10.0,14.0,13.0,15.0
4699,FD03,G,1568.0,15.0,1521.0,1695.0,1826.0,,,12.0,13.0,,
4700,FD01,G,6090.0,19.0,7366.0,4864.0,5830.0,,,20.0,21.0,16.0,
4701,FD01,G,219.0,17.0,152.0,199.0,317.0,184.0,,16.0,17.0,18.0,17.0
4702,FD07,G,181.0,22.0,200.0,211.0,219.0,164.0,,21.0,20.0,18.0,
4703,FD05,G,175.0,15.0,204.0,194.0,135.0,,,16.0,14.0,14.0,15.0
4704,FD05,G,312.0,20.0,311.0,270.0,297.0,319.0,,21.0,19.0,21.0,
4705,FD03,G,881.0,20.0,838.0,764.0,1163.0,,,20.0,22.0,25.0,22.0
4706,FD05,G,6829.0,16.0,9041.0,4104.0,5923.0,4831.0,,17.0,14.0,,
4707,FD03,G,1952.0,16.0,3349.0,1484.0,1694.0,,,15.0,14.0,,
4708,FD05,G,211.0,20.0,168.0,200.0,,,,25.0,20.0,18.0,19.0
4709,FD07,G,617.0,28.0,696.0,653.0,590.0,,,26.0,30.0,30.0,28.0
4710,FD05,G,502.0,22.0,504.0,467.0,422.0,469.0,,21.0,18.0,,
4711,FD04,G,,21.0,,,,,,26.0,19.0,18.0,
4712,FD07,G,11605.0,26.0,12989.0,14525.0,11863.0,,,29.0,27.0,26.0,27.0
4713,FD06,G,681.0,20.0,962.0,833.0,759.0,442.0,,20.0,19.0,18.0,
4714,FD05,G,953.0,21.0,1210.0,857.0,590.0,597.0,,23.0,19.0,23.0,18.0
4715,FD01,G,226.0,17.0,201.0,191.0,251.0,,,19.0,19.0,19.0,
4716,FD01,G,6147.0,19.0,7318.0,6098.0,12007.0,,,18.0,22.0,23.0,
4717,FD06,G,1141.0,16.0,1318.0,1176.0,,,,15.0,14.0,,
4718,FD03,G,313.0,20.0,322.0,277.0,349.0,232.0,,21.0,19.0,18.0,
4719,FD05,G,1081.0,15.0,1454.0,1177.0,1260.0,1033.0,,17.0,14.0,16.0,15.0
4720,FD05,G,4714.0,16.0,5552.0,4801.0,5551.0,,,15.0,14.0,21.0,17.0
4721,FD03,G,2438.0,14.0,2597.0,2354.0,3016.0,,,14.0,16.0,14.0,13.0
4722,FD03,G,1282.0,15.0,1352.0,1332.0,1230.0,987.0,,18.0,15.0,14.0,16.0
4723,FD03,G,1109.0,14.0,1247.0,936.0,1026.0,,,14.0,15.0,,
4724,FD07,G,3173.0,21.0,5305.0,2673.0,2528.0,2222.0,3415.0,20.0,19.0,22.0,
4725,FD05,G,211.0,19.0,292.0,179.0,166.0,200.0,,20.0,19.0,22.0,17.0
4726,FD07,G,773.0,24.0,1000.0,880.0,,,,25.0,23.0,25.0,23.0
4727,FD04,G,8390.0,17.0,9617.0,9377.0,18211.0,,,17.0,21.0,20.0,14.0
4728,FD05,G,22210.0,14.0,12977.0,19177.0,31537.0,,,14.0,15.0,14.0,
4729,FD01,G,6180.0,25.0,8825.0,5352.0,4727.0,,,27.0,27.0,25.0,
4730,FD05,G,7754.0,19.0,6728.0,5824.0,5188.0,7097.0,,18.0,18.0,22.0,
4731,FD06,G,2648.0,20.0,2861.0,2430.0,2669.0,2263.0,,22.0,21.0,17.0,21.0
4732,FD05,G,13351.0,17.0,7763.0,17933.0,23539.0,15430.0,,19.0,17.0,19.0,
4733,FD05,G,2839.0,17.0,2057.0,2512.0,2739.0,,,16.0,17.0,15.0,18.0
4734,FD06,G,1021.0,19.0,1051.0,960.0,973.0,1384.0,,18.0,21.0,14.0,24.0
4735,FD04,G,742.0,22.0,627.0,566.0,694.0,544.0,,19.0,20.0,24.0,21.0
4736,FD04,G,69.0,18.0,75.0,94.0,77.0,,,20.0,17.0,17.0,18.0
4737,FD07,G,371.0,19.0,450.0,469.0,359.0,374.0,,18.0,17.0,22.0,23.0
4738,FD01,G,789.0,18.0,722.0,992.0,905.0,881.0,,17.0,19.0,19.0,18.0
4739,FD05,G,3844.0,17.0,2406.0,5055.0,2334.0,,,16.0,18.0,15.0,16.0
4740,FD03,G,271.0,18.0,226.0,323.0,257.0,,,18.0,18.0,20.0,
4741,FD07,G,1311.0,23.0,1199.0,1394.0,,,,20.0,23.0,23.0,25.0
4742,FD03,G,12341.0,19.0,19423.0,17216.0,12797.0,,,19.0,14.0,,
4743,FD03,G,439.0,21.0,314.0,436.0,355.0,,,25.0,20.0,,
4744,FD07,G,29470.0,20.0,17672.0,38061.0,23706.0,,,17.0,19.0,,
4745,FD01,G,543.0,20.0,604.0,689.0,368.0,,,18.0,21.0,,
4746,FD05,G,4064.0,17.0,4293.0,2854.0,3742.0,4360.0,,20.0,15.0,17.0,
4747,FD03,G,1372.0,18.0,1601.0,1112.0,1600.0,1825.0,,18.0,16.0,21.0,19.0
4748,FD03,G,718.0,23.0,750.0,807.0,532.0,,,25.0,22.0,,
4749,FD04,G,12221.0,18.0,10295.0,14722.0,15766.0,13266.0,,15.0,17.0,18.0,21.0
4750,FD07,G,1716.0,21.0,1957.0,2136.0,1112.0,,,23.0,18.0,20.0,21.0
4751,FD05,G,5197.0,23.0,3502.0,8275.0,5338.0,,,29.0,24.0,22.0,
4752,FD04,G,381.0,20.0,387.0,390.0,333.0,276.0,326.0,17.0,20.0,19.0,21.0
4753,FD02,G,688.0,23.0,525.0,685.0,500.0,854.0,,28.0,23.0,21.0,16.0
4754,FD05,G,211.0,22.0,200.0,210.0,,,,22.0,25.0,23.0,23.0
4755,FD06,G,1077.0,23.0,979.0,964.0,983.0,1294.0,,21.0,23.0,23.0,20.0
4756,FD03,G,407.0,14.0,408.0,447.0,345.0,,,15.0,14.0,14.0,16.0
4757,FD05,G,788.0,18.0,1136.0,650.0,928.0,554.0,,19.0,18.0,15.0,21.0
4758,FD01,G,1817.0,18.0,1692.0,2548.0,1484.0,1879.0,1277.0,17.0,22.0,19.0,19.0
4759,FD06,G,3580.0,20.0,4044.0,4484.0,2942.0,,,18.0,21.0,19.0,19.0
4760,FD04,G,463.0,19.0,667.0,515.0,,,,16.0,20.0,19.0,17.0
4761,FD02,G,827.0,20.0,902.0,901.0,801.0,976.0,,20.0,18.0,,
4762,FD03,G,11650.0,20.0,15961.0,9562.0,13838.0,,,18.0,18.0,21.0,
4763,FD03,G,1180.0,24.0,1047.0,1717.0,1092.0,1324.0,,24.0,20.0,27.0,
4764,FD02,G,574.0,17.0,470.0,772.0,566.0,573.0,,17.0,18.0,16.0,
4765,FD02,G,2790.0,19.0,2237.0,2614.0,3760.0,2093.0,4124.0,20.0,19.0,18.0,19.0
4766,FD01,G,985.0,22.0,1021.0,1034.0,1033.0,,,22.0,19.0,22.0,24.0
4767,FD02,G,7119.0,18.0,6145.0,4968.0,6959.0,7407.0,,16.0,14.0,16.0,19.0
4768,FD05,G,2686.0,14.0,2887.0,2447.0,4489.0,5273.0,,15.0,15.0,15.0,14.0
4769,FD03,G,5030.0,17.0,7680.0,4775.0,5584.0,6143.0,,17.0,17.0,,
4770,FD05,G,47933.0,20.0,25778.0,42464.0,,,,17.0,18.0,18.0,
4771,FD03,G,904.0,22.0,1241.0,747.0,967.0,,,21.0,22.0,19.0,
4772,FD05,G,15278.0,19.0,10357.0,8997.0,10330.0,17079.0,,17.0,20.0,21.0,20.0
4773,FD07,G,674.0,23.0,771.0,702.0,794.0,730.0,,26.0,20.0,26.0,24.0
4774,FD01,G,550.0,23.0,643.0,420.0,531.0,577.0,525.0,29.0,24.0,23.0,
4775,FD05,G,7658.0,18.0,8076.0,8892.0,8671.0,4802.0,,18.0,13.0,17.0,17.0
4776,FD05,G,6009.0,22.0,6155.0,3133.0,9698.0,,,21.0,23.0,19.0,22.0
4777,FD05,G,1892.0,18.0,2367.0,1798.0,2055.0,1594.0,,16.0,20.0,21.0,18.0
4778,FD01,G,1951.0,18.0,2283.0,1835.0,1925.0,,,18.0,18.0,21.0,17.0
4779,FD04,G,71115.0,20.0,95107.0,68843.0,102216.0,111922.0,,22.0,24.0,20.0,
4780,FD01,G,423.0,24.0,354.0,432.0,,,,23.0,26.0,23.0,21.0
4781,FD06,G,6550.0,17.0,3816.0,6107.0,5689.0,4105.0,,14.0,17.0,16.0,
4782,FD05,G,,24.0,,,,,,23.0,22.0,23.0,27.0
4783,FD05,G,2244.0,14.0,2484.0,3400.0,2678.0,,,17.0,11.0,14.0,17.0
4784,FD05,G,1921.0,16.0,1638.0,1843.0,2287.0,,,17.0,16.0,,
4785,FD02,G,749.0,17.0,702.0,735.0,,,,21.0,17.0,16.0,16.0
4786,FD01,G,1025.0,23.0,930.0,890.0,1048.0,960.0,810.0,27.0,23.0,20.0,
4787,FD02,G,148.0,17.0,147.0,144.0,133.0,,,17.0,19.0,17.0,
4788,FD06,G,5626.0,12.0,4961.0,4871.0,7303.0,,,14.0,11.0,,
4789,FD06,G,1679.0,21.0,1998.0,1259.0,1869.0,2910.0,,22.0,20.0,20.0,21.0
4790,FD04,G,1794.0,21.0,2382.0,1874.0,1723.0,,,23.0,23.0,23.0,23.0
4791,FD03,G,182.0,21.0,140.0,223.0,230.0,,,20.0,22.0,,
4792,FD05,G,9663.0,20.0,8306.0,14838.0,6648.0,10003.0,,19.0,20.0,17.0,
4793,FD06,G,383.0,18.0,292.0,331.0,320.0,399.0,,17.0,19.0,,
4794,FD01,G,11278.0,21.0,13597.0,10443.0,11518.0,,,23.0,18.0,20.0,
4795,FD05,G,157.0,19.0,170.0,185.0,154.0,,,21.0,16.0,19.0,19.0
4796,FD04,G,54787.0,18.0,81442.0,31629.0,,,,15.0,17.0,17.0,21.0
4797,FD07,G,25624.0,19.0,34579.0,28016.0,25752.0,,,19.0,15.0,17.0,18.0
4798,FD05,G,4400.0,18.0,4431.0,3696.0,3786.0,4224.0,,18.0,17.0,,
4799,FD06,G,911.0,18.0,1040.0,1039.0,1017.0,654.0,,18.0,19.0,17.0,15.0
4800,FD05,G,2107.0,18.0,1850.0,1707.0,2835.0,,,22.0,19.0,18.0,
4801,FD06,G,738.0,17.0,725.0,792.0,802.0,,,16.0,14.0,15.0,15.0
4802,FD05,G,1062.0,15.0,1045.0,1027.0,1228.0,1580.0,,13.0,15.0,13.0,18.0
4803,FD04,G,856.0,15.0,975.0,607.0,890.0,,,16.0,17.0,18.0,
4804,FD02,G,1898.0,18.0,1806.0,1293.0,,,,20.0,21.0,,
4805,FD05,G,569.0,23.0,517.0,593.0,543.0,,,21.0,22.0,,
4806,FD07,G,390.0,21.0,417.0,354.0,382.0,411.0,,17.0,23.0,21.0,
4807,FD01,G,274.0,27.0,257.0,188.0,198.0,300.0,411.0,24.0,29.0,,
4808,FD06,G,1598.0,18.0,1594.0,1964.0,1602.0,2034.0,,16.0,18.0,20.0,
4809,FD06,G,4024.0,20.0,3433.0,5282.0,3900.0,,,19.0,18.0,19.0,17.0
4810,FD05,G,1341.0,22.0,1137.0,977.0,1273.0,1553.0,1419.0,23.0,22.0,24.0,
4811,FD07,G,2304.0,22.0,3077.0,3003.0,2679.0,,,27.0,20.0,23.0,
4812,FD07,G,288.0,18.0,331.0,295.0,290.0,,,18.0,19.0,17.0,
4813,FD05,G,5017.0,15.0,4326.0,4455.0,6025.0,,,13.0,14.0,17.0,16.0
4814,FD05,G,1554.0,23.0,1142.0,2618.0,1379.0,,,23.0,29.0,,
4815,FD05,G,1465.0,17.0,1515.0,1225.0,1459.0,,,16.0,15.0,20.0,
4816,FD05,G,609.0,22.0,636.0,621.0,718.0,,,26.0,22.0,,
4817,FD07,G,2586.0,19.0,2702.0,2881.0,1830.0,2613.0,1915.0,21.0,19.0,20.0,
4818,FD03,G,12323.0,20.0,10377.0,13007.0,12230.0,9620.0,,22.0,21.0,22.0,18.0
4819,FD07,G,3799.0,19.0,4694.0,3253.0,4241.0,4045.0,4082.0,19.0,19.0,20.0,
4820,FD05,G,2869.0,23.0,2545.0,2324.0,2973.0,2617.0,2142.0,25.0,20.0,20.0,
